Run,Condition,Reference,Average,Min,Max,Total Oligos,Prcnt 0 Reads,Insertion Average,%InsA,%InsC,%InsT,%InsG,Deletion Average,%DelA,%DelC,%DelT,%DelG,Substitution Average,%Sub AtoC,%Sub AtoG,%Sub AtoT,%Sub CtoA,%Sub CtoG,%Sub CtoT,%Sub GtoA,%Sub GtoC,%Sub GtoT,%Sub TtoA,%Sub TtoC,%Sub TtoG
57,C10_Trehalose_65_Run57-report,id15,35.11,0,103,7373,1.79,0.061,22.6186,20.2403,19.0076,38.1335,0.7675,25.4425,23.6784,24.5781,26.4647,1.0903,6.83,1.9732,9.348,13.4306,4.2322,2.6306,5.8687,4.956,12.2025,12.8568,18.4069,7.042
57,C10_Trehalose_65_Run57-report,id8,66.87,0,296,21601,0.06,0.0657,19.638,17.0548,16.502,46.8052,0.7421,28.659,27.0348,21.9629,23.4314,1.6333,11.6528,6.1124,15.018,14.653,6.4505,4.2658,3.2905,5.0736,15.611,9.4579,2.9053,7.1796
59,C11_Trehalose_65_R59-report,id15,28.62,0,73,7373,1.89,0.0626,21.5758,20.2789,19.6716,38.4736,0.7542,25.2383,23.8203,24.4062,26.7194,0.6796,6.9222,6.8602,4.2433,12.7185,2.4863,5.0203,9.9346,2.8472,12.1838,5.0078,28.8157,2.8715
59,C11_Trehalose_65_R59-report,id8,51.22,0,192,21601,0.06,0.0674,19.6246,16.9981,16.5462,46.8311,0.7254,28.6358,27.1455,21.8466,23.482,1.1928,7.6526,6.8495,12.2195,11.1284,5.1246,6.7667,4.5182,3.9071,17.3501,4.6045,14.5842,5.3061
60,C11_Trehalose_65_Run_60-report,id8,69.52,0,328,21601,0.08,0.0677,19.3807,17.3372,16.1597,47.1224,0.7274,28.7373,26.9274,21.9784,23.4422,1.215,9.9356,7.2413,13.185,15.4337,5.913,6.0067,4.2082,5.0088,18.3398,7.0874,3.9588,5.4424
60,C11_Trehalose_65_Run_60-report,id15,38.16,0,113,7373,1.87,0.0624,21.8054,20.0523,19.5626,38.5797,0.7332,25.2972,23.7359,24.5828,26.5527,0.7664,4.5236,2.0162,5.7942,14.9159,3.0734,4.0325,8.4216,4.3074,13.5433,8.7716,26.6166,3.9339
62,C11_Trehalose_65_Run_62-report,id15,26.72,0,79,7373,1.84,0.0634,21.8992,19.5134,19.9953,38.5922,0.7598,25.3491,23.8759,24.3494,26.6014,0.5839,3.1051,1.9987,4.2455,14.116,2.3912,5.0084,10.8058,3.2724,12.8132,6.4415,33.0316,2.7037
62,C11_Trehalose_65_Run_62-report,id8,49.82,0,174,21601,0.1,0.0677,19.8805,16.9646,16.294,46.8581,0.7352,28.457,27.2347,21.7795,23.6301,0.992,8.9527,7.9779,13.4925,13.7382,5.6,7.3076,4.7714,4.5894,20.2759,5.7893,4.5388,4.7832
57,C11_Trehalose_65_Run57-report,id8,114.24,0,464,21601,0.03,0.0677,19.5462,17.3552,16.5049,46.5938,0.7083,28.5984,27.0979,21.8679,23.5313,1.6552,11.568,5.9967,15.0019,14.8228,6.3597,4.4236,3.3729,5.1014,15.786,9.3811,2.8787,6.9945
57,C11_Trehalose_65_Run57-report,id15,63.2,0,175,7373,1.64,0.0638,21.8328,20.3193,19.4198,38.4281,0.7409,25.3726,23.7305,24.5611,26.5007,1.1181,6.6141,1.8726,9.3827,13.8318,4.3522,2.7595,5.9359,4.898,12.6111,12.6668,18.0097,6.8427
59,C12_Trehalose_65_R59-report,id15,26.77,0,93,7373,1.94,0.0646,22.2205,20.2732,19.0719,38.4344,0.6829,25.4491,23.5221,24.6135,26.5929,0.7005,6.1942,6.5399,4.1762,12.471,2.5754,5.4894,10.1118,3.1992,12.4194,5.288,28.6072,2.918
59,C12_Trehalose_65_R59-report,id8,52.62,0,262,21601,0.12,0.068,19.6079,17.3394,16.0364,47.0163,0.688,28.6016,27.019,21.8926,23.5695,1.2496,7.924,6.9194,12.3687,11.958,5.358,6.671,4.6302,4.0961,17.2524,4.9909,12.6229,5.5387
60,C12_Trehalose_65_Run_60-report,id8,26.71,0,123,21601,0.27,0.0694,19.1737,16.9882,16.5392,47.299,0.675,28.6275,26.9919,21.9997,23.4575,1.2706,9.6961,7.1561,13.0809,15.8794,5.9668,5.9046,4.1643,4.9406,18.3683,7.1504,3.8873,5.5512
60,C12_Trehalose_65_Run_60-report,id15,13.04,0,48,7373,2.12,0.0647,22.0038,20.0222,19.8954,38.0786,0.683,25.1932,23.7005,24.8534,26.4049,0.7758,4.8783,2.0715,5.5894,14.9029,2.903,4.1859,8.7097,4.1975,13.1899,8.5827,26.722,4.0129
62,C12_Trehalose_65_Run_62-report,id15,21.31,0,73,7373,2.05,0.0634,21.7396,20.1329,19.9643,38.1632,0.7163,25.2716,23.8334,24.5302,26.5295,0.6408,2.872,2.1283,4.0677,14.8112,2.034,5.9015,11.1889,2.9001,13.6787,6.2811,31.7799,2.3815
62,C12_Trehalose_65_Run_62-report,id8,45.29,0,189,21601,0.15,0.0683,19.7851,17.1407,16.0114,47.0629,0.7126,28.6925,26.9448,21.9159,23.5313,1.0483,8.5558,7.9896,13.1204,14.1393,5.3806,7.548,5.2116,4.3163,20.5196,5.7237,4.5183,4.7021
57,C12_Trehalose_65_Run57-report,id15,33.92,0,129,7373,1.95,0.0645,21.9662,20.4509,19.0464,38.5364,0.6936,25.3946,23.5439,24.5161,26.7348,1.1284,6.907,1.9556,9.3419,13.6463,4.3809,2.6732,5.9481,4.9411,12.1036,12.6599,18.1409,7.0579
57,C12_Trehalose_65_Run57-report,id8,68.02,0,301,21601,0.1,0.0686,19.5292,17.1497,16.1852,47.1358,0.6676,28.6215,26.9693,21.9641,23.5198,1.7102,11.5825,6.0899,14.9744,14.7837,6.5706,4.3097,3.2858,5.006,15.5486,9.416,2.8502,7.2772
59,C2_Sugars_65_R59-report,id15,37.29,0,109,7373,1.61,0.0595,21.7075,20.4662,18.9525,38.8738,0.9063,25.2492,23.8455,24.4025,26.6854,0.6262,5.398,6.6253,3.9414,11.4427,2.4197,6.9387,11.7352,2.9152,12.8417,4.7336,29.1996,1.9381
59,C2_Sugars_65_R59-report,id8,62.77,0,218,21601,0.02,0.0619,20.0009,16.996,16.0907,46.9123,0.8499,28.3484,27.3073,21.7761,23.658,1.0274,7.0072,7.125,11.8634,10.4557,4.913,8.1132,5.7931,3.9351,17.6266,4.231,14.1975,4.8001
60,C2_Sugars_65_Run_60-report,id15,389.88,0,1165,7373,0.33,0.06,21.9347,20.2007,19.2222,38.6413,0.8457,25.3954,23.7245,24.5155,26.5331,0.6599,3.5139,1.9036,5.5591,14.2445,2.8627,4.6538,9.3982,4.0603,13.4999,8.4695,28.7033,3.1264
60,C2_Sugars_65_Run_60-report,id8,694.45,4,2782,21601,0,0.0632,19.5959,17.1935,16.0246,47.1855,0.8252,28.6237,27.0727,21.902,23.4908,1.0268,9.2051,7.5212,13.4112,14.3481,5.6474,6.7659,4.675,4.971,19.1465,6.7595,4.2866,4.9411
57,C2_Sugars_65_Run57-report,id15,41.16,0,122,7373,1.7,0.061,22.064,20.318,19.4316,38.1863,0.8243,25.4885,23.7236,24.4113,26.5482,0.941,5.7342,1.8242,8.9033,13.3754,4.0573,2.9398,6.5322,4.971,19.1465,6.7595,4.2866,4.9411
57,C2_Sugars_65_Run57-report,id8,71.79,0,270,21601,0.03,0.0636,19.4341,17.0908,16.3873,47.0878,0.8085,28.6008,27.0656,21.9409,23.4749,1.396,11.0689,6.2879,15.1227,14.2558,6.1301,4.8137,3.5538,5.0555,16.3067,9.1778,3.2012,6.6474
62,C3_Sugars_65_Run_62-report,id8,33.38,0,155,21601,0.15,0.0617,18.8219,17.3887,15.8833,47.9038,0.9364,28.634,26.983,22.0384,23.4114,0.8392,8.7672,8.8522,14.0091,11.5662,5.4272,8.16,5.4208,4.4074,19.9392,5.4941,5.0927,4.563
62,C3_Sugars_65_Run_62-report,id15,20.47,0,72,7373,2.01,0.0597,21.0106,19.9934,19.1294,39.8666,0.9869,25.6155,23.6571,24.5573,26.3247,0.5322,2.5351,2.1395,4.1584,11.9727,2.0303,6.0073,11.594,2.8223,11.6221,6.3664,36.6439,2.0373
59,C3_Sugars_65_R59-report,id8,67.8,0,266,21601,0.04,0.0613,19.6212,16.9385,16.0556,47.3835,0.9227,28.521,27.118,21.9243,23.5122,1.0065,7.5411,7.3524,12.3089,10.0374,5.0961,7.1975,4.8206,3.959,17.2557,4.3699,14.8654,5.1909
59,C3_Sugars_65_R59-report,id15,45.37,0,142,7373,1.64,0.0587,21.841,20.5008,19.1254,38.5328,0.984,25.4936,23.6921,24.5098,26.4691,0.5967,5.961,7.5904,3.955,11.2051,2.2744,5.487,10.5361,2.8553,11.5398,4.8537,31.5135,2.1801
60,C3_Sugars_65_Run_60-report,id8,323.75,0,1223,21601,0,0.0608,19.7078,17.103,16.1941,46.9947,0.9398,28.5237,27.1759,21.8775,23.5104,0.967,9.1837,7.6035,13.5448,14.0957,5.6103,6.7764,4.5631,4.9591,19.4392,6.6498,4.383,4.8754
60,C3_Sugars_65_Run_60-report,id15,209.4,0,580,7373,0.72,0.0581,21.9458,20.1025,18.9977,38.954,0.9649,25.365,23.797,24.4164,26.595,0.6312,3.4313,1.917,5.5946,14.2679,2.7924,4.3339,9.2935,4.9591,19.4392,6.6498,4.383,4.8754
57,C3_Sugars_65_Run57-report,id15,63.44,0,184,7373,1.45,0.0599,22.0755,19.9211,19.4072,38.5961,0.9503,25.4222,23.7846,24.4029,26.5613,0.9144,5.4382,1.7366,8.9658,13.5904,4.0116,2.9973,6.574,4.6334,12.6727,12.5705,20.8182,5.7872
57,C3_Sugars_65_Run57-report,id8,97.51,0,376,21601,0.01,0.0619,19.5985,17.2303,16.4187,46.7525,0.9061,28.5033,27.2294,21.862,23.4992,1.3361,10.878,6.2471,15.0745,14.221,6.0542,4.9594,3.6457,5.0475,16.6714,9.1165,3.2461,6.4306
57,C4_Sugars_75_Run57-report,id8,86.12,0,292,21601,0.01,0.0593,20.0653,16.7912,16.5172,46.6263,0.9166,28.3005,27.3284,21.7694,23.6888,1.2713,9.7017,5.9833,14.7029,14.3597,5.826,6.287,4.9215,4.9476,17.2009,8.6752,3.2425,5.7466
57,C4_Sugars_75_Run57-report,id15,52.65,0,138,7373,1.52,0.0583,22.0015,19.7742,20.2337,37.9906,0.9964,25.2849,23.9598,24.1932,26.7544,0.8835,4.4031,1.693,8.4394,13.4741,3.88,4.8528,8.4577,4.5061,13.1008,11.9017,20.4302,4.8148
60,C5_Sugars_75_Run_60-report,id8,156.77,0,533,21601,0,0.0608,20.2485,16.8808,16.4217,46.4491,0.954,28.2737,27.3557,21.7553,23.7051,1.0198,7.7515,7.1407,12.6409,14.3231,5.1916,8.965,6.7813,4.7754,19.7923,6.0542,4.2955,4.0288
60,C5_Sugars_75_Run_60-report,id15,92.92,0,237,7373,1.11,0.0574,22.2554,19.9031,19.5717,38.2698,0.9827,25.149,23.945,24.2976,26.8047,0.7189,2.4853,2.0028,5.2612,14.4701,2.7974,7.5246,11.8301,3.8632,14.8785,7.5906,25.4035,2.2462
57,C5_Sugars_75_Run57-report,id8,94.39,0,295,21601,0.01,0.0616,20.0793,16.7827,16.8415,46.2965,0.9161,28.3074,27.3256,21.7617,23.696,1.3781,9.4997,5.9153,14.2904,15.0209,5.6659,6.3138,5.0428,4.9671,17.3561,8.7596,3.2449,5.5118
57,C5_Sugars_75_Run57-report,id15,56.57,0,157,7373,1.65,0.0595,22.345,19.6402,19.8596,38.1553,0.943,25.1743,23.8576,24.2343,26.9461,0.9761,4.294,1.838,8.3905,14.351,3.8376,4.8993,8.4665,4.4246,14.1709,11.7032,18.9768,4.6966
57,C6_Sugars_75_Run57-report,id15,48.61,0,120,7373,1.53,0.0602,22.6847,19.3771,19.7078,38.2304,0.8928,25.2787,23.8913,24.2906,26.729,0.9201,4.5599,1.6861,8.3227,13.5932,3.853,4.846,8.5225,4.5324,12.9784,12.0266,20.0285,4.9918
57,C6_Sugars_75_Run57-report,id8,84.04,0,277,21601,0.02,0.0627,19.9367,16.8286,16.7196,46.5151,0.8611,28.3196,27.3744,21.7183,23.6912,1.3327,9.8994,6.0204,14.588,14.3411,5.8052,6.338,4.931,4.9421,17.0561,8.6575,3.2405,5.7966
59,D1_Trehalose_75_R59-report,id8,55.84,0,190,21601,0.08,0.0645,19.9599,17.0944,16.3919,46.5537,0.8202,28.4157,27.2399,21.7446,23.6963,1.1006,6.3818,7.0173,11.5656,10.5059,4.7491,8.6771,6.2885,3.8498,17.6955,4.0362,14.9097,4.3012
59,D1_Trehalose_75_R59-report,id15,30.75,0,81,7373,1.87,0.0617,22.4082,19.1746,19.5362,38.881,0.8288,25.2023,23.9564,24.2902,26.7418,0.6887,5.0426,6.3873,3.8294,12.4228,2.4575,7.6823,12.3372,2.8952,13.1677,4.5406,27.7693,1.6688
60,D1_Trehalose_75_Run_60-report,id8,43.81,0,147,21601,0.09,0.0649,20.2384,16.8948,16.3295,46.5373,0.8081,28.452,27.3252,21.693,23.6475,1.0269,8.4754,7.4241,13.0575,14.2959,5.357,7.8909,5.6566,4.9971,19.6755,6.3039,4.3315,4.2953
60,D1_Trehalose_75_Run_60-report,id15,23.52,0,64,7373,1.97,0.063,22.2212,20.14,20.6925,36.9463,0.8074,25.1213,23.8365,24.4382,26.7981,0.6834,2.8396,1.877,5.2512,14.1059,2.8008,5.8539,10.9104,3.9419,14.1819,7.934,27.8549,2.6168
62,D1_Trehalose_75_Run_62-report,id15,22.01,0,54,7373,1.98,0.0614,22.2,20.2917,20.6114,36.8968,0.8908,25.0903,23.9983,24.2447,26.8678,0.6246,1.6815,2.0289,4.5115,13.209,2.1669,8.8457,14.0186,2.8877,13.1338,6.4044,29.887,1.4935
62,D1_Trehalose_75_Run_62-report,id8,43.28,0,155,21601,0.11,0.064,20.0904,16.6247,16.6545,46.6304,0.8491,28.3325,27.3694,21.7169,23.687,0.9259,7.2556,7.8406,13.3401,11.755,5.0886,10.3193,7.4696,4.3471,20.6534,5.3201,4.7306,3.6149
57,D1_Trehalose_75_Run57-report,id8,106.6,0,350,21601,0.04,0.0654,20.2868,16.8728,16.593,46.2474,0.7713,28.3033,27.2881,21.7932,23.6995,1.4634,9.5763,5.7627,14.3361,15.4712,5.6231,5.7503,4.5402,5.2155,17.6124,9.134,3.1343,5.3943
57,D1_Trehalose_75_Run57-report,id15,56.72,0,161,7373,1.86,0.0622,22.3762,19.6049,20.0388,37.9801,0.8056,25.2083,23.853,24.3812,26.7478,1.0336,4.4057,1.724,8.641,15.088,3.9121,4.0907,7.6017,4.7076,14.2926,12.3028,18.486,4.7414
62,D10_Filterpaper_75_Run_62-report,id15,27.62,0,81,7373,1.8,0.0626,22.5952,20.1651,19.5264,37.7132,0.8384,24.9871,24.0074,24.2866,26.9243,0.6088,2.3319,1.9388,6.2309,11.0786,2.3482,7.4927,12.6535,3.2548,11.5816,8.1818,30.8226,2.1149
62,D10_Filterpaper_75_Run_62-report,id8,57.42,0,197,21601,0.08,0.0644,19.9275,17.2053,16.2628,46.6031,0.8145,28.3555,27.3369,21.6501,23.768,0.9387,7.8014,7.8092,14.4683,11.5983,5.177,9.3773,6.4587,4.5711,19.3606,6.4708,4.6257,3.9908
57,D10_Filterpaper_75_Run57-report,id8,75.05,0,250,21601,0.05,0.0657,20.2553,16.664,16.7095,46.3712,0.739,28.3228,27.309,21.7471,23.7161,1.5406,10.6072,5.5334,15.1331,14.741,5.964,4.8024,3.7668,5.5292,16.0258,10.4283,2.8453,6.0809
57,D10_Filterpaper_75_Run57-report,id15,37.96,0,94,7373,1.86,0.0636,22.7902,20.0622,19.7955,37.3521,0.7846,25.1356,23.9593,24.2949,26.8056,1.0468,5.5979,1.4873,10.2825,12.7623,4.266,3.0718,6.6675,5.2158,12.3307,14.1722,18.2067,5.7305
60,D11_Filterpaper_75_Run_60-report,id8,69.87,0,251,21601,0.07,0.066,20.0505,16.8826,16.19,46.8759,0.7462,28.346,27.3045,21.7113,23.7394,1.1311,9.017,6.919,13.8862,14.7538,5.5089,6.8526,4.7646,5.2038,18.4908,7.7059,3.9531,4.6629
60,D11_Filterpaper_75_Run_60-report,id15,33.6,0,93,7373,1.83,0.064,22.4957,20.2424,19.2514,38.0105,0.7433,25.1239,23.9538,24.2979,26.8217,0.7362,3.7499,1.7016,7.0504,13.4676,3.1324,4.756,9.2889,4.4077,13.0205,10.0408,25.9834,3.3624
57,D11_Filterpaper_75_Run57-report,id8,72.29,0,251,21601,0.06,0.0671,20.3281,16.905,16.6923,46.0745,0.7076,28.3985,27.2976,21.7238,23.6877,1.6423,10.7377,5.4782,15.1169,15.1924,6.0705,4.6195,3.6541,5.4709,16.0831,10.1715,2.7672,6.1813
57,D11_Filterpaper_75_Run57-report,id15,34.52,0,85,7373,2.01,0.0655,22.6247,20.1161,20.0204,37.2388,0.7077,25.0718,23.8725,24.4093,26.8448,1.1418,6.0297,1.5677,10.117,13.4978,4.3889,2.8566,6.1377,5.2588,12.668,14.106,16.962,6.1823
59,D12_Filterpaper_75_R59-report,id15,0.03,0,2,7373,97.33,0.0909,22.2222,11.1111,33.3333,33.3333,0.9167,26.1478,25.2421,20.3343,28.6749,0.75,5.0843,3.8132,4.4488,14.7246,1.227,4.2947,11.8483,1.3939,15.3331,5.6187,30.5906,1.8729
59,D12_Filterpaper_75_R59-report,id8,0.05,0,3,21601,95.32,0.0632,18.1818,16.6667,19.697,45.4545,0.6191,26.1798,28.6498,23.353,22.6643,1.0971,6.616,6.8077,11.1225,10.2904,6.1933,6.3839,7.0057,3.8287,17.5142,4.2794,15.0905,4.5797
60,D12_Filterpaper_75_Run_60-report,id15,44.59,0,123,7373,1.65,0.0631,22.377,19.5294,19.5726,38.521,0.7718,25.1768,23.8581,24.3877,26.7692,0.7031,4.1006,2.0904,6.1138,14.1349,3.0607,3.9172,8.5777,4.5987,13.2015,9.3922,27.1627,3.5815
60,D12_Filterpaper_75_Run_60-report,id8,93.99,0,306,21601,0.01,0.0661,20.1073,16.963,16.4972,46.4324,0.7486,28.3814,27.3532,21.7389,23.6373,1.1368,9.1465,7.1389,13.4617,15.6174,5.8199,6.1227,4.1702,5.1289,18.8086,7.31,4.0788,4.9671
62,D12_Filterpaper_75_Run_62-report,id8,50.95,0,183,21601,0.06,0.0656,19.7906,16.9516,16.4137,46.844,0.7806,28.3278,27.3496,21.7398,23.6842,0.9555,8.1242,7.9354,14.0557,12.803,5.3953,8.1269,5.4543,4.5101,20.1001,6.1327,4.737,4.3527
62,D12_Filterpaper_75_Run_62-report,id15,22.83,0,60,7373,2.02,0.0617,22.4971,19.804,19.8801,37.8188,0.7995,25.1379,23.8585,24.4172,26.7798,0.5861,2.8091,2.3201,5.174,12.0227,2.1049,5.963,11.54,3.1002,12.6964,7.4041,32.5296,2.3379
57,D12_Filterpaper_75_Run57-report,id15,47.8,0,112,7373,1.68,0.0623,21.9211,20.3862,19.9316,37.7611,0.7628,25.1746,23.8861,24.3503,26.7818,1.0789,6.5499,1.8531,9.6811,13.5615,4.3533,2.5203,5.8287,5.2979,12.4154,13.5346,17.7817,6.3533
57,D12_Filterpaper_75_Run57-report,id8,100.55,0,349,21601,0.02,0.0663,20.0865,16.9421,16.5647,46.4067,0.7226,28.3937,27.2207,21.8003,23.6728,1.6258,10.7353,5.7263,15.0347,15.4141,6.35,4.2863,3.3107,5.3856,16.0403,9.9646,2.8461,6.4811
59,D2_Trehalose_75_R59-report,id15,27.9,0,72,7373,1.83,0.0585,22.0182,20.0414,19.4293,38.5112,0.9253,25.2558,23.9048,24.2334,26.8031,0.6868,5.0242,7.0706,3.8825,12.2483,2.4923,7.4809,12.1039,3.0159,13.3133,4.8187,27.1417,1.6244
59,D2_Trehalose_75_R59-report,id8,52.26,0,181,21601,0.08,0.0629,20.1199,16.8361,16.5698,46.4742,0.8875,28.2657,27.3284,21.8011,23.6868,1.079,6.395,7.0671,11.6299,10.704,4.8564,8.4304,6.216,3.9162,17.5924,4.1479,14.6984,4.3539
60,D2_Trehalose_75_Run_60-report,id15,31.48,0,93,7373,1.91,0.0597,22.1264,19.9138,19.7486,38.2112,0.917,25.0692,23.9256,24.3765,26.8258,0.6852,2.9556,1.9786,5.3597,14.3976,2.8213,5.9852,10.5928,4.125,14.1632,8.0776,27.058,2.6566
60,D2_Trehalose_75_Run_60-report,id8,60.84,0,207,21601,0.08,0.0633,20.1287,16.8424,16.3626,46.6662,0.882,28.3915,27.366,21.6843,23.6746,1.032,8.3849,7.235,12.8894,14.6418,5.3868,7.7697,5.6414,5.0484,19.6037,6.536,4.24,4.3402
62,D2_Trehalose_75_Run_62-report,id15,55.41,0,142,7373,1.37,0.0598,22.5164,19.6821,19.5037,38.2978,0.949,25.1831,23.9083,24.3238,26.7786,0.6624,1.727,2.5947,3.6773,14.727,1.9972,8.7951,13.7155,2.7434,15.0208,5.4335,28.5085,1.4812
62,D2_Trehalose_75_Run_62-report,id8,110.58,0,362,21601,0.02,0.0617,19.9249,16.7844,16.313,46.9757,0.9218,28.3642,27.3683,21.7297,23.6454,0.9526,6.8782,8.0124,12.3971,13.2617,4.8242,10.181,7.5715,4.1666,21.168,4.869,4.9302,3.4926
57,D2_Trehalose_75_Run57-report,id8,76.67,0,253,21601,0.05,0.064,19.8372,17.0912,16.5328,46.5388,0.8437,28.3127,27.3708,21.7654,23.6497,1.4323,9.9433,5.713,14.6432,15.0489,5.8325,5.386,4.2502,5.3384,17.1612,9.443,3.037,5.7166
57,D2_Trehalose_75_Run57-report,id15,39.97,0,101,7373,1.82,0.0608,22.4986,20.0999,19.6058,37.7957,0.8737,25.1748,23.8358,24.3947,26.7888,0.9913,4.9171,1.5772,8.9883,14.0154,4.0724,3.7169,7.3195,4.9264,13.5669,12.9251,18.8212,5.0856
59,D3_Trehalose_75_R59-report,id8,78.48,0,272,21601,0.04,0.065,19.8487,16.9168,16.5529,46.6817,0.8133,28.3553,27.2999,21.7704,23.6696,1.0947,6.6305,6.9211,11.9223,10.1723,4.9466,8.1938,5.8903,3.9611,17.149,4.2867,15.3109,4.5074
59,D3_Trehalose_75_R59-report,id15,38.67,0,107,7373,1.75,0.0613,22.5524,19.7108,19.8463,37.8849,0.8514,25.2023,23.8068,24.2733,26.9279,0.6606,5.8005,6.8095,4.0809,11.2765,2.5413,7.3708,12.0217,2.9712,12.243,4.9436,28.1689,1.8699
60,D3_Trehalose_75_Run_60-report,id8,48.81,0,175,21601,0.12,0.0646,20.3227,17.0709,15.9657,46.6393,0.7918,28.2668,27.3645,21.7923,23.6661,1.0619,8.6567,7.1843,13.0983,14.6804,5.5155,7.5055,5.3398,5.0642,19.313,6.7127,4.16,4.5165
60,D3_Trehalose_75_Run_60-report,id15,23.84,0,78,7373,1.91,0.062,23.3152,19.8728,19.4641,37.3479,0.8242,25.152,24.0213,24.3453,26.6619,0.7006,3.2945,1.844,5.5956,14.4904,2.9224,5.4298,10.1683,4.2043,13.6001,8.7094,27.0077,2.8123
62,D3_Trehalose_75_Run_62-report,id15,36.14,0,102,7373,1.87,0.0622,21.8143,20.2842,19.8972,38.0042,0.8386,25.2634,23.7741,24.429,26.7226,0.5905,2.2576,1.9865,5.0182,11.8533,2.2197,7.4896,13.0606,3.1727,11.9167,7.4115,31.7228,1.9572
62,D3_Trehalose_75_Run_62-report,id8,79.67,0,273,21601,0.05,0.0648,19.8397,17.0716,16.3641,46.7245,0.8157,28.3495,27.3107,21.7222,23.7176,0.9258,7.7854,7.9674,13.9425,11.8434,5.275,9.3076,6.5259,4.5244,20.0413,5.8592,4.7249,3.945
57,D3_Trehalose_75_Run57-report,id15,71.34,0,174,7373,1.65,0.0618,22.6351,19.8259,20.2977,37.2413,0.8021,25.1492,23.8822,24.319,26.8502,1.0303,5.1243,1.6404,9.1287,14.1082,4.1591,3.7203,7.1333,5.0082,13.3119,12.9465,18.3464,5.2633
57,D3_Trehalose_75_Run57-report,id8,145.78,0,510,21601,0.01,0.0651,20.1629,16.9764,16.6235,46.2371,0.7816,28.3558,27.2832,21.7719,23.6821,1.4875,10.0329,5.7057,14.6813,15.1524,5.8717,5.3497,4.2055,5.3658,16.8714,9.5398,2.9963,5.7677
59,D7_Filterpaper_65_R59-report,id15,33.43,0,87,7373,1.97,0.0638,21.7249,20.2159,19.6225,38.4368,0.7701,24.9954,23.9869,24.3678,26.8479,0.625,5.8151,6.5744,5.6251,9.5229,2.3982,6.0049,11.2161,3.0242,10.5275,6.661,30.2991,2.1807
59,D7_Filterpaper_65_R59-report,id8,69.9,0,243,21601,0.06,0.0668,19.8319,16.9815,16.5479,46.6378,0.7472,28.3254,27.2852,21.6965,23.7901,1.0934,7.14,6.9572,13.3853,9.664,5.1171,7.5357,5.1026,4.0054,16.6219,5.1981,14.4504,4.836
60,D7_Filterpaper_65_Run_60-report,id8,71.11,0,268,21601,0.08,0.0673,20.0722,17.0662,16.4407,46.4209,0.7402,28.341,27.2382,21.75,23.7585,1.0547,9.156,7.3331,14.1326,13.9077,5.7198,6.8518,4.666,5.0733,18.4664,7.3574,4.1914,4.8818
60,D7_Filterpaper_65_Run_60-report,id15,33.42,0,90,7373,1.95,0.0634,22.2321,19.9645,19.3501,38.4533,0.7434,25.0605,23.9381,24.3733,26.8246,0.6508,3.7527,1.7556,6.5274,12.131,2.8464,4.5219,9.717,4.2776,11.8478,9.8628,29.4469,3.1794
62,D7_Filterpaper_65_Run_62-report,id15,11.54,0,33,7373,2.01,0.0638,23.1993,19.6161,19.1956,37.989,0.7755,25.1426,24.1747,23.9646,26.9273,0.5988,2.3763,1.8423,5.9072,11.7737,1.9226,7.0521,12.4622,2.7527,11.8232,7.9433,32.1643,1.9514
62,D7_Filterpaper_65_Run_62-report,id8,25.79,0,103,21601,0.24,0.0661,20.0741,16.9269,16.1167,46.8824,0.7943,28.3715,27.2818,21.7224,23.7256,0.9493,7.8369,7.8189,14.7179,11.7893,5.1455,9.0263,6.2075,4.3261,19.799,6.3187,4.6618,4.0846
57,D7_Filterpaper_65_Run57-report,id8,110.06,0,370,21601,0.03,0.0668,20.0388,16.945,16.7871,46.2291,0.7326,28.3227,27.3299,21.7244,23.7238,1.4913,10.1316,5.7506,15.3612,14.8333,5.8888,5.0076,3.8115,5.2475,16.6282,9.938,3.015,5.9136
57,D7_Filterpaper_65_Run57-report,id15,51.66,0,140,7373,1.87,0.0627,22.4129,19.8487,19.7074,38.0309,0.7564,25.1576,23.7879,24.374,26.885,1.005,5.3318,1.5914,9.7411,13.4898,4.0325,3.0618,6.7201,4.9043,12.5442,13.7581,19.1039,5.4873
